metric_date,store_id,store_name,region,product_category,orders,units_sold,net_revenue_usd,gross_margin_usd,gross_margin_pct,on_hand_units,reorder_point_units,stockout_flag,fill_rate_pct,shipped_on_time_pct,returns_units
2026-03-04,S004,Chicago Loop,Midwest,Apparel,9,14,754.56,392.37,52.0,161,110,0,99.1,97.6,1
2026-03-04,S004,Chicago Loop,Midwest,Footwear,5,9,770.4,377.49,49.0,74,75,0,99.1,97.6,0
2026-03-04,S004,Chicago Loop,Midwest,Home,6,7,470.32,216.35,46.0,58,68,0,99.1,97.6,0
2026-03-04,S004,Chicago Loop,Midwest,Beauty,12,19,712.11,405.9,57.0,151,145,0,99.1,97.6,1
2026-03-04,S004,Chicago Loop,Midwest,Consumer Electronics,4,6,979.3,303.58,31.0,70,38,0,99.1,97.6,1
2026-03-04,S005,Minneapolis Uptown,Midwest,Apparel,9,13,787.99,409.75,52.0,189,110,0,99.1,97.6,1
2026-03-04,S005,Minneapolis Uptown,Midwest,Footwear,7,10,793.11,388.63,49.0,110,75,0,99.1,97.6,0
2026-03-04,S005,Minneapolis Uptown,Midwest,Home,4,6,402.88,185.32,46.0,56,68,0,99.1,97.6,0
2026-03-04,S005,Minneapolis Uptown,Midwest,Beauty,10,14,491.39,280.09,57.0,167,145,0,99.1,97.6,1
2026-03-04,S005,Minneapolis Uptown,Midwest,Consumer Electronics,3,5,720.33,223.3,31.0,30,38,0,99.1,97.6,0
2026-03-04,S006,Denver Union,Mountain,Apparel,7,10,539.32,280.45,52.0,140,110,0,99.1,97.6,1
2026-03-04,S006,Denver Union,Mountain,Footwear,5,8,616.62,302.15,49.0,83,75,0,99.1,97.6,0
2026-03-04,S006,Denver Union,Mountain,Home,4,6,401.52,184.7,46.0,80,68,0,99.1,97.6,0
2026-03-04,S006,Denver Union,Mountain,Beauty,8,14,512.94,292.38,57.0,184,145,0,99.1,97.6,1
2026-03-04,S006,Denver Union,Mountain,Consumer Electronics,3,4,648.36,200.99,31.0,51,38,0,99.1,97.6,0
2026-03-04,S007,Phoenix Biltmore,Southwest,Apparel,10,13,749.86,389.93,52.0,188,110,0,99.1,97.6,1
2026-03-04,S007,Phoenix Biltmore,Southwest,Footwear,5,8,621.67,304.62,49.0,126,75,0,99.1,97.6,0
2026-03-04,S007,Phoenix Biltmore,Southwest,Home,6,9,574.45,264.25,46.0,97,68,0,99.1,97.6,1
2026-03-04,S007,Phoenix Biltmore,Southwest,Beauty,15,20,721.32,411.15,57.0,199,145,0,99.1,97.6,2
2026-03-04,S007,Phoenix Biltmore,Southwest,Consumer Electronics,4,6,914.03,283.35,31.0,67,38,0,99.1,97.6,0
2026-03-04,S008,Seattle Capitol Hill,Pacific,Apparel,7,11,639.42,332.5,52.0,152,110,0,99.1,97.6,1
2026-03-04,S008,Seattle Capitol Hill,Pacific,Footwear,8,11,899.83,440.92,49.0,73,75,0,99.1,97.6,1
2026-03-04,S008,Seattle Capitol Hill,Pacific,Home,6,8,537.72,247.35,46.0,74,68,0,99.1,97.6,1
2026-03-04,S008,Seattle Capitol Hill,Pacific,Beauty,14,19,697.35,397.49,57.0,137,145,0,99.1,97.6,1
2026-03-04,S008,Seattle Capitol Hill,Pacific,Consumer Electronics,3,6,988.09,306.31,31.0,35,38,0,99.1,97.6,0
2026-03-04,S009,Portland Pearl,Pacific,Apparel,11,14,742.6,386.15,52.0,131,110,0,99.1,97.6,1
2026-03-04,S009,Portland Pearl,Pacific,Footwear,4,7,574.4,281.46,49.0,117,75,0,99.1,97.6,0
2026-03-04,S009,Portland Pearl,Pacific,Home,4,7,483.5,222.41,46.0,53,68,0,99.1,97.6,1
2026-03-04,S009,Portland Pearl,Pacific,Beauty,12,17,661.32,376.95,57.0,215,145,0,99.1,97.6,1
2026-03-04,S009,Portland Pearl,Pacific,Consumer Electronics,3,4,576.97,178.86,31.0,62,38,0,99.1,97.6,0
2026-03-04,S010,Atlanta Midtown,Southeast,Apparel,7,12,674.72,350.85,52.0,196,110,0,99.1,97.6,1
2026-03-04,S010,Atlanta Midtown,Southeast,Footwear,7,9,781.93,383.15,49.0,79,75,0,99.1,97.6,1
2026-03-04,S010,Atlanta Midtown,Southeast,Home,5,8,580.01,266.81,46.0,90,68,0,99.1,97.6,1
2026-03-04,S010,Atlanta Midtown,Southeast,Beauty,12,20,747.78,426.24,57.0,268,145,0,99.1,97.6,0
2026-03-04,S010,Atlanta Midtown,Southeast,Consumer Electronics,2,4,597.01,185.07,31.0,53,38,0,99.1,97.6,0
2026-03-04,S011,Charlotte SouthPark,Southeast,Apparel,9,15,876.78,455.93,52.0,109,110,0,99.1,97.6,1
2026-03-04,S011,Charlotte SouthPark,Southeast,Footwear,6,8,616.89,302.28,49.0,138,75,0,99.1,97.6,0
2026-03-04,S011,Charlotte SouthPark,Southeast,Home,5,8,557.65,256.52,46.0,103,68,0,99.1,97.6,0
2026-03-04,S011,Charlotte SouthPark,Southeast,Beauty,9,13,437.49,249.37,57.0,204,145,0,99.1,97.6,1
2026-03-04,S011,Charlotte SouthPark,Southeast,Consumer Electronics,4,5,811.75,251.64,31.0,61,38,0,99.1,97.6,0
2026-03-04,S012,Boston Seaport,Northeast,Apparel,10,17,914.91,475.75,52.0,185,110,0,99.1,97.6,0
2026-03-04,S012,Boston Seaport,Northeast,Footwear,6,11,872.35,427.45,49.0,66,75,0,99.1,97.6,1
2026-03-04,S012,Boston Seaport,Northeast,Home,5,9,664.81,305.81,46.0,118,68,0,99.1,97.6,1
2026-03-04,S012,Boston Seaport,Northeast,Beauty,15,19,712.16,405.93,57.0,266,145,0,99.1,97.6,1
2026-03-04,S012,Boston Seaport,Northeast,Consumer Electronics,3,5,730.55,226.47,31.0,65,38,0,99.1,97.6,0
2026-03-05,S001,Austin Central,South Central,Apparel,11,17,975.52,507.27,52.0,97,110,0,99.1,97.6,0
2026-03-05,S001,Austin Central,South Central,Footwear,9,13,1056.22,517.55,49.0,128,75,0,99.1,97.6,1
2026-03-05,S001,Austin Central,South Central,Home,6,9,602.34,277.07,46.0,105,68,0,99.1,97.6,1
2026-03-05,S001,Austin Central,South Central,Beauty,13,20,678.54,386.77,57.0,232,145,0,99.1,97.6,0
2026-03-05,S001,Austin Central,South Central,Consumer Electronics,4,5,814.88,252.61,31.0,70,38,0,99.1,97.6,0
2026-03-05,S002,Dallas North,South Central,Apparel,11,14,799.67,415.83,52.0,128,110,0,99.1,97.6,1
2026-03-05,S002,Dallas North,South Central,Footwear,10,13,1105.42,541.66,49.0,92,75,0,99.1,97.6,1
2026-03-05,S002,Dallas North,South Central,Home,6,10,656.99,302.21,46.0,60,68,0,99.1,97.6,0
2026-03-05,S002,Dallas North,South Central,Beauty,11,20,699.99,399.0,57.0,136,145,0,99.1,97.6,1
2026-03-05,S002,Dallas North,South Central,Consumer Electronics,4,6,906.98,281.16,31.0,63,38,0,99.1,97.6,0
2026-03-05,S003,Houston Heights,South Central,Apparel,7,11,639.79,332.69,52.0,131,110,0,99.1,97.6,1
2026-03-05,S003,Houston Heights,South Central,Footwear,7,12,996.08,488.08,49.0,110,75,0,99.1,97.6,1
2026-03-05,S003,Houston Heights,South Central,Home,5,7,448.51,206.31,46.0,113,68,0,99.1,97.6,0
2026-03-05,S003,Houston Heights,South Central,Beauty,12,18,696.72,397.13,57.0,257,145,0,99.1,97.6,1
2026-03-05,S003,Houston Heights,South Central,Consumer Electronics,3,5,723.81,224.38,31.0,52,38,0,99.1,97.6,0
2026-03-05,S004,Chicago Loop,Midwest,Apparel,11,16,889.47,462.53,52.0,82,110,0,99.1,97.6,1
2026-03-05,S004,Chicago Loop,Midwest,Footwear,9,13,1105.67,541.78,49.0,68,75,0,99.1,97.6,1
2026-03-05,S004,Chicago Loop,Midwest,Home,6,9,651.77,299.81,46.0,84,68,0,99.1,97.6,0
2026-03-05,S004,Chicago Loop,Midwest,Beauty,18,23,853.15,486.29,57.0,261,145,0,99.1,97.6,1
2026-03-05,S004,Chicago Loop,Midwest,Consumer Electronics,5,7,1144.95,354.94,31.0,50,38,0,99.1,97.6,0
2026-03-05,S005,Minneapolis Uptown,Midwest,Apparel,8,13,715.95,372.3,52.0,194,110,0,99.1,97.6,1
2026-03-05,S005,Minneapolis Uptown,Midwest,Footwear,5,8,675.61,331.05,49.0,136,75,0,99.1,97.6,0
2026-03-05,S005,Minneapolis Uptown,Midwest,Home,5,7,492.23,226.43,46.0,116,68,0,99.1,97.6,1
2026-03-05,S005,Minneapolis Uptown,Midwest,Beauty,13,18,663.24,378.05,57.0,218,145,0,99.1,97.6,1
2026-03-05,S005,Minneapolis Uptown,Midwest,Consumer Electronics,2,4,659.44,204.43,31.0,56,38,0,99.1,97.6,0
2026-03-05,S006,Denver Union,Mountain,Apparel,7,12,660.54,343.48,52.0,106,110,0,99.1,97.6,0
2026-03-05,S006,Denver Union,Mountain,Footwear,7,11,883.07,432.7,49.0,101,75,0,99.1,97.6,0
2026-03-05,S006,Denver Union,Mountain,Home,5,7,454.77,209.2,46.0,88,68,0,99.1,97.6,0
2026-03-05,S006,Denver Union,Mountain,Beauty,9,15,549.42,313.17,57.0,126,145,0,99.1,97.6,1
2026-03-05,S006,Denver Union,Mountain,Consumer Electronics,3,4,577.72,179.09,31.0,65,38,0,99.1,97.6,0
2026-03-05,S007,Phoenix Biltmore,Southwest,Apparel,9,13,749.07,389.52,52.0,130,110,0,99.1,97.6,1
2026-03-05,S007,Phoenix Biltmore,Southwest,Footwear,7,11,833.04,408.19,49.0,58,75,0,99.1,97.6,0
2026-03-05,S007,Phoenix Biltmore,Southwest,Home,6,8,576.8,265.33,46.0,98,68,0,99.1,97.6,0
2026-03-05,S007,Phoenix Biltmore,Southwest,Beauty,13,17,620.64,353.77,57.0,149,145,0,99.1,97.6,1
2026-03-05,S007,Phoenix Biltmore,Southwest,Consumer Electronics,4,6,875.02,271.26,31.0,55,38,0,99.1,97.6,1
2026-03-05,S008,Seattle Capitol Hill,Pacific,Apparel,11,14,796.14,413.99,52.0,100,110,0,99.1,97.6,1
2026-03-05,S008,Seattle Capitol Hill,Pacific,Footwear,7,12,1007.07,493.46,49.0,103,75,0,99.1,97.6,1
2026-03-05,S008,Seattle Capitol Hill,Pacific,Home,6,7,448.98,206.53,46.0,64,68,0,99.1,97.6,1
2026-03-05,S008,Seattle Capitol Hill,Pacific,Beauty,13,19,663.51,378.2,57.0,112,145,0,99.1,97.6,1
2026-03-05,S008,Seattle Capitol Hill,Pacific,Consumer Electronics,3,5,740.69,229.61,31.0,65,38,0,99.1,97.6,0
2026-03-05,S009,Portland Pearl,Pacific,Apparel,10,13,748.96,389.46,52.0,149,110,0,99.1,97.6,1
2026-03-05,S009,Portland Pearl,Pacific,Footwear,5,8,613.8,300.76,49.0,65,75,0,99.1,97.6,0
2026-03-05,S009,Portland Pearl,Pacific,Home,4,6,419.02,192.75,46.0,125,68,0,99.1,97.6,0
2026-03-05,S009,Portland Pearl,Pacific,Beauty,10,16,537.83,306.56,57.0,180,145,0,99.1,97.6,0
2026-03-05,S009,Portland Pearl,Pacific,Consumer Electronics,3,5,760.55,235.77,31.0,37,38,0,99.1,97.6,0
2026-03-05,S010,Atlanta Midtown,Southeast,Apparel,12,16,948.67,493.31,52.0,198,110,0,99.1,97.6,0
2026-03-05,S010,Atlanta Midtown,Southeast,Footwear,6,10,843.92,413.52,49.0,110,75,0,99.1,97.6,0
2026-03-05,S010,Atlanta Midtown,Southeast,Home,5,7,462.41,212.71,46.0,100,68,0,99.1,97.6,0
2026-03-05,S010,Atlanta Midtown,Southeast,Beauty,11,18,686.79,391.47,57.0,177,145,0,99.1,97.6,0
2026-03-05,S010,Atlanta Midtown,Southeast,Consumer Electronics,5,6,866.82,268.71,31.0,49,38,0,99.1,97.6,0
2026-03-05,S011,Charlotte SouthPark,Southeast,Apparel,8,10,544.46,283.12,52.0,168,110,0,99.1,97.6,1
2026-03-05,S011,Charlotte SouthPark,Southeast,Footwear,6,10,848.7,415.86,49.0,79,75,0,99.1,97.6,1
2026-03-05,S011,Charlotte SouthPark,Southeast,Home,5,7,449.66,206.84,46.0,100,68,0,99.1,97.6,0
2026-03-05,S011,Charlotte SouthPark,Southeast,Beauty,12,19,654.84,373.26,57.0,111,145,0,99.1,97.6,1
2026-03-05,S011,Charlotte SouthPark,Southeast,Consumer Electronics,4,6,945.32,293.05,31.0,28,38,0,99.1,97.6,0
2026-03-05,S012,Boston Seaport,Northeast,Apparel,9,13,695.31,361.56,52.0,114,110,0,99.1,97.6,0
2026-03-05,S012,Boston Seaport,Northeast,Footwear,7,12,1025.84,502.66,49.0,82,75,0,99.1,97.6,1
2026-03-05,S012,Boston Seaport,Northeast,Home,4,7,510.58,234.87,46.0,70,68,0,99.1,97.6,1
2026-03-05,S012,Boston Seaport,Northeast,Beauty,9,15,518.94,295.79,57.0,142,145,0,99.1,97.6,1
2026-03-05,S012,Boston Seaport,Northeast,Consumer Electronics,5,6,922.13,285.86,31.0,62,38,0,99.1,97.6,0
2026-03-06,S001,Austin Central,South Central,Apparel,8,14,830.84,432.03,52.0,104,110,0,99.1,97.6,1
2026-03-06,S001,Austin Central,South Central,Footwear,6,9,764.32,374.52,49.0,91,75,0,99.1,97.6,1
2026-03-06,S001,Austin Central,South Central,Home,6,9,585.05,269.12,46.0,96,68,0,99.1,97.6,0
2026-03-06,S001,Austin Central,South Central,Beauty,11,20,742.32,423.12,57.0,221,145,0,99.1,97.6,1
2026-03-06,S001,Austin Central,South Central,Consumer Electronics,4,7,1144.76,354.88,31.0,41,38,0,99.1,97.6,1
2026-03-06,S002,Dallas North,South Central,Apparel,10,13,754.15,392.16,52.0,101,110,0,99.1,97.6,1
2026-03-06,S002,Dallas North,South Central,Footwear,7,10,807.46,395.66,49.0,100,75,0,99.1,97.6,1
2026-03-06,S002,Dallas North,South Central,Home,6,9,617.55,284.07,46.0,122,68,0,99.1,97.6,0
2026-03-06,S002,Dallas North,South Central,Beauty,12,21,798.18,454.96,57.0,110,145,0,99.1,97.6,1
2026-03-06,S002,Dallas North,South Central,Consumer Electronics,2,4,651.51,201.97,31.0,68,38,0,99.1,97.6,0
2026-03-06,S003,Houston Heights,South Central,Apparel,7,11,654.47,340.32,52.0,199,110,0,99.1,97.6,1
2026-03-06,S003,Houston Heights,South Central,Footwear,9,11,930.79,456.09,49.0,131,75,0,99.1,97.6,1
2026-03-06,S003,Houston Heights,South Central,Home,5,7,470.41,216.39,46.0,109,68,0,99.1,97.6,0
2026-03-06,S003,Houston Heights,South Central,Beauty,10,17,615.09,350.6,57.0,156,145,0,99.1,97.6,1
2026-03-06,S003,Houston Heights,South Central,Consumer Electronics,3,4,642.92,199.31,31.0,29,38,0,99.1,97.6,0
2026-03-06,S004,Chicago Loop,Midwest,Apparel,9,11,592.63,308.17,52.0,202,110,0,99.1,97.6,0
2026-03-06,S004,Chicago Loop,Midwest,Footwear,7,11,887.6,434.93,49.0,61,75,0,99.1,97.6,1
2026-03-06,S004,Chicago Loop,Midwest,Home,4,6,419.83,193.12,46.0,98,68,0,99.1,97.6,1
2026-03-06,S004,Chicago Loop,Midwest,Beauty,13,17,573.18,326.71,57.0,197,145,0,99.1,97.6,1
2026-03-06,S004,Chicago Loop,Midwest,Consumer Electronics,4,6,929.34,288.1,31.0,46,38,0,99.1,97.6,0
2026-03-06,S005,Minneapolis Uptown,Midwest,Apparel,10,13,772.73,401.82,52.0,198,110,0,99.1,97.6,1
2026-03-06,S005,Minneapolis Uptown,Midwest,Footwear,5,7,583.11,285.73,49.0,118,75,0,99.1,97.6,0
2026-03-06,S005,Minneapolis Uptown,Midwest,Home,4,6,438.03,201.49,46.0,83,68,0,99.1,97.6,0
2026-03-06,S005,Minneapolis Uptown,Midwest,Beauty,10,16,605.35,345.05,57.0,114,145,0,99.1,97.6,1
2026-03-06,S005,Minneapolis Uptown,Midwest,Consumer Electronics,3,4,580.87,180.07,31.0,50,38,0,99.1,97.6,0
2026-03-06,S006,Denver Union,Mountain,Apparel,10,13,739.91,384.75,52.0,82,110,0,99.1,97.6,1
2026-03-06,S006,Denver Union,Mountain,Footwear,6,9,714.51,350.11,49.0,90,75,0,99.1,97.6,0
2026-03-06,S006,Denver Union,Mountain,Home,3,5,363.82,167.36,46.0,61,68,0,99.1,97.6,0
2026-03-06,S006,Denver Union,Mountain,Beauty,14,18,628.65,358.33,57.0,172,145,0,99.1,97.6,1
2026-03-06,S006,Denver Union,Mountain,Consumer Electronics,3,5,795.96,246.75,31.0,48,38,0,99.1,97.6,0
2026-03-06,S007,Phoenix Biltmore,Southwest,Apparel,13,16,940.38,489.0,52.0,107,110,0,99.1,97.6,1
2026-03-06,S007,Phoenix Biltmore,Southwest,Footwear,7,10,805.65,394.77,49.0,111,75,0,99.1,97.6,0
2026-03-06,S007,Phoenix Biltmore,Southwest,Home,4,7,450.23,207.11,46.0,118,68,0,99.1,97.6,0
2026-03-06,S007,Phoenix Biltmore,Southwest,Beauty,10,13,492.19,280.55,57.0,200,145,0,99.1,97.6,1
2026-03-06,S007,Phoenix Biltmore,Southwest,Consumer Electronics,2,4,595.36,184.56,31.0,37,38,0,99.1,97.6,0
2026-03-06,S008,Seattle Capitol Hill,Pacific,Apparel,11,15,856.82,445.55,52.0,194,110,0,99.1,97.6,1
2026-03-06,S008,Seattle Capitol Hill,Pacific,Footwear,8,10,861.83,422.3,49.0,64,75,0,99.1,97.6,1
2026-03-06,S008,Seattle Capitol Hill,Pacific,Home,5,7,491.12,225.92,46.0,113,68,0,99.1,97.6,0
2026-03-06,S008,Seattle Capitol Hill,Pacific,Beauty,11,20,704.52,401.58,57.0,220,145,0,99.1,97.6,1
2026-03-06,S008,Seattle Capitol Hill,Pacific,Consumer Electronics,4,6,879.11,272.52,31.0,51,38,0,99.1,97.6,1
2026-03-06,S009,Portland Pearl,Pacific,Apparel,8,12,698.81,363.38,52.0,113,110,0,99.1,97.6,0
2026-03-06,S009,Portland Pearl,Pacific,Footwear,5,9,715.41,350.55,49.0,102,75,0,99.1,97.6,0
2026-03-06,S009,Portland Pearl,Pacific,Home,4,7,509.77,234.5,46.0,123,68,0,99.1,97.6,1
2026-03-06,S009,Portland Pearl,Pacific,Beauty,12,16,618.76,352.69,57.0,185,145,0,99.1,97.6,0
2026-03-06,S009,Portland Pearl,Pacific,Consumer Electronics,3,5,722.08,223.84,31.0,41,38,0,99.1,97.6,0
2026-03-06,S010,Atlanta Midtown,Southeast,Apparel,6,10,573.6,298.27,52.0,112,110,0,99.1,97.6,0
2026-03-06,S010,Atlanta Midtown,Southeast,Footwear,9,11,883.11,432.72,49.0,87,75,0,99.1,97.6,1
2026-03-06,S010,Atlanta Midtown,Southeast,Home,5,8,545.49,250.92,46.0,100,68,0,99.1,97.6,0
2026-03-06,S010,Atlanta Midtown,Southeast,Beauty,8,13,495.85,282.64,57.0,179,145,0,99.1,97.6,1
2026-03-06,S010,Atlanta Midtown,Southeast,Consumer Electronics,3,5,752.25,233.2,31.0,51,38,0,99.1,97.6,0
2026-03-06,S011,Charlotte SouthPark,Southeast,Apparel,7,10,575.82,299.42,52.0,143,110,0,99.1,97.6,0
2026-03-06,S011,Charlotte SouthPark,Southeast,Footwear,8,10,833.56,408.44,49.0,110,75,0,99.1,97.6,0
2026-03-06,S011,Charlotte SouthPark,Southeast,Home,4,6,414.85,190.83,46.0,108,68,0,99.1,97.6,0
2026-03-06,S011,Charlotte SouthPark,Southeast,Beauty,14,19,659.08,375.68,57.0,206,145,0,99.1,97.6,2
2026-03-06,S011,Charlotte SouthPark,Southeast,Consumer Electronics,3,4,622.59,193.0,31.0,48,38,0,99.1,97.6,0
2026-03-06,S012,Boston Seaport,Northeast,Apparel,9,13,756.95,393.61,52.0,191,110,0,99.1,97.6,1
2026-03-06,S012,Boston Seaport,Northeast,Footwear,8,11,863.29,423.01,49.0,79,75,0,99.1,97.6,0
2026-03-06,S012,Boston Seaport,Northeast,Home,4,7,477.79,219.79,46.0,95,68,0,99.1,97.6,0
2026-03-06,S012,Boston Seaport,Northeast,Beauty,12,19,725.29,413.42,57.0,191,145,0,99.1,97.6,1
2026-03-06,S012,Boston Seaport,Northeast,Consumer Electronics,3,4,597.41,185.2,31.0,46,38,0,99.1,97.6,0
2026-03-07,S001,Austin Central,South Central,Apparel,8,13,702.27,365.18,52.0,148,110,0,99.1,97.6,1
2026-03-07,S001,Austin Central,South Central,Footwear,8,11,886.48,434.38,49.0,83,75,0,99.1,97.6,1
2026-03-07,S001,Austin Central,South Central,Home,5,9,655.56,301.56,46.0,102,68,0,99.1,97.6,1
2026-03-07,S001,Austin Central,South Central,Beauty,8,14,515.64,293.91,57.0,142,145,0,99.1,97.6,1
2026-03-07,S001,Austin Central,South Central,Consumer Electronics,4,5,812.8,251.97,31.0,65,38,0,99.1,97.6,0
2026-03-07,S002,Dallas North,South Central,Apparel,12,15,804.36,418.27,52.0,178,110,0,99.1,97.6,1
2026-03-07,S002,Dallas North,South Central,Footwear,6,9,690.8,338.49,49.0,98,75,0,99.1,97.6,1
2026-03-07,S002,Dallas North,South Central,Home,4,6,426.47,196.18,46.0,119,68,0,99.1,97.6,0
2026-03-07,S002,Dallas North,South Central,Beauty,13,19,700.32,399.18,57.0,208,145,0,99.1,97.6,1
2026-03-07,S002,Dallas North,South Central,Consumer Electronics,2,4,573.74,177.86,31.0,45,38,0,99.1,97.6,0
2026-03-07,S003,Houston Heights,South Central,Apparel,8,11,651.8,338.94,52.0,128,110,0,99.1,97.6,0
2026-03-07,S003,Houston Heights,South Central,Footwear,6,10,801.53,392.75,49.0,127,75,0,99.1,97.6,1
2026-03-07,S003,Houston Heights,South Central,Home,4,6,427.91,196.84,46.0,111,68,0,99.1,97.6,0
2026-03-07,S003,Houston Heights,South Central,Beauty,10,17,593.36,338.21,57.0,223,145,0,99.1,97.6,1
2026-03-07,S003,Houston Heights,South Central,Consumer Electronics,4,5,723.0,224.13,31.0,34,38,0,99.1,97.6,0
2026-03-07,S004,Chicago Loop,Midwest,Apparel,10,15,802.14,417.11,52.0,188,110,0,99.1,97.6,1
2026-03-07,S004,Chicago Loop,Midwest,Footwear,7,11,962.6,471.67,49.0,105,75,0,99.1,97.6,1
2026-03-07,S004,Chicago Loop,Midwest,Home,5,8,535.25,246.22,46.0,107,68,0,99.1,97.6,0
2026-03-07,S004,Chicago Loop,Midwest,Beauty,10,14,491.11,279.93,57.0,171,145,0,99.1,97.6,1
2026-03-07,S004,Chicago Loop,Midwest,Consumer Electronics,5,6,919.8,285.14,31.0,46,38,0,99.1,97.6,0
2026-03-07,S005,Minneapolis Uptown,Midwest,Apparel,5,9,490.27,254.94,52.0,88,110,0,99.1,97.6,1
2026-03-07,S005,Minneapolis Uptown,Midwest,Footwear,5,8,692.49,339.32,49.0,56,75,0,99.1,97.6,1
2026-03-07,S005,Minneapolis Uptown,Midwest,Home,3,5,343.28,157.91,46.0,65,68,0,99.1,97.6,0
2026-03-07,S005,Minneapolis Uptown,Midwest,Beauty,7,11,400.43,228.24,57.0,245,145,0,99.1,97.6,0
2026-03-07,S005,Minneapolis Uptown,Midwest,Consumer Electronics,2,3,448.67,139.09,31.0,32,38,0,99.1,97.6,0
2026-03-07,S006,Denver Union,Mountain,Apparel,9,12,697.19,362.54,52.0,102,110,0,99.1,97.6,0
2026-03-07,S006,Denver Union,Mountain,Footwear,4,6,474.31,232.41,49.0,121,75,0,99.1,97.6,0
2026-03-07,S006,Denver Union,Mountain,Home,4,6,382.63,176.01,46.0,58,68,0,99.1,97.6,0
2026-03-07,S006,Denver Union,Mountain,Beauty,9,12,445.33,253.84,57.0,169,145,0,99.1,97.6,0
2026-03-07,S006,Denver Union,Mountain,Consumer Electronics,2,3,428.29,132.77,31.0,38,38,0,99.1,97.6,0
2026-03-07,S007,Phoenix Biltmore,Southwest,Apparel,8,11,666.66,346.66,52.0,84,110,0,99.1,97.6,0
2026-03-07,S007,Phoenix Biltmore,Southwest,Footwear,5,7,583.49,285.91,49.0,131,75,0,99.1,97.6,1
2026-03-07,S007,Phoenix Biltmore,Southwest,Home,4,5,352.17,162.0,46.0,75,68,0,99.1,97.6,0
2026-03-07,S007,Phoenix Biltmore,Southwest,Beauty,10,17,650.26,370.65,57.0,195,145,0,99.1,97.6,1
2026-03-07,S007,Phoenix Biltmore,Southwest,Consumer Electronics,2,3,474.41,147.07,31.0,57,38,0,99.1,97.6,0
2026-03-07,S008,Seattle Capitol Hill,Pacific,Apparel,10,13,767.11,398.9,52.0,123,110,0,99.1,97.6,0
2026-03-07,S008,Seattle Capitol Hill,Pacific,Footwear,6,10,773.96,379.24,49.0,138,75,0,99.1,97.6,1
2026-03-07,S008,Seattle Capitol Hill,Pacific,Home,3,6,386.27,177.68,46.0,91,68,0,99.1,97.6,0
2026-03-07,S008,Seattle Capitol Hill,Pacific,Beauty,11,17,662.42,377.58,57.0,259,145,0,99.1,97.6,0
2026-03-07,S008,Seattle Capitol Hill,Pacific,Consumer Electronics,3,4,571.46,177.15,31.0,41,38,0,99.1,97.6,0
2026-03-07,S009,Portland Pearl,Pacific,Apparel,9,11,650.29,338.15,52.0,104,110,0,99.1,97.6,0
2026-03-07,S009,Portland Pearl,Pacific,Footwear,6,9,704.23,345.07,49.0,77,75,0,99.1,97.6,1
2026-03-07,S009,Portland Pearl,Pacific,Home,4,7,487.68,224.33,46.0,70,68,0,99.1,97.6,1
2026-03-07,S009,Portland Pearl,Pacific,Beauty,9,13,449.01,255.94,57.0,132,145,0,99.1,97.6,0
2026-03-07,S009,Portland Pearl,Pacific,Consumer Electronics,3,4,644.56,199.81,31.0,57,38,0,99.1,97.6,0
2026-03-07,S010,Atlanta Midtown,Southeast,Apparel,8,11,637.98,331.75,52.0,199,110,0,99.1,97.6,1
2026-03-07,S010,Atlanta Midtown,Southeast,Footwear,6,8,621.62,304.59,49.0,118,75,0,99.1,97.6,1
2026-03-07,S010,Atlanta Midtown,Southeast,Home,5,7,514.64,236.73,46.0,55,68,0,99.1,97.6,0
2026-03-07,S010,Atlanta Midtown,Southeast,Beauty,7,11,418.37,238.47,57.0,263,145,0,99.1,97.6,1
2026-03-07,S010,Atlanta Midtown,Southeast,Consumer Electronics,4,5,719.19,222.95,31.0,60,38,0,99.1,97.6,0
2026-03-07,S011,Charlotte SouthPark,Southeast,Apparel,6,10,549.02,285.49,52.0,177,110,0,99.1,97.6,1
2026-03-07,S011,Charlotte SouthPark,Southeast,Footwear,6,9,683.68,335.0,49.0,95,75,0,99.1,97.6,0
2026-03-07,S011,Charlotte SouthPark,Southeast,Home,3,5,326.01,149.96,46.0,81,68,0,99.1,97.6,0
2026-03-07,S011,Charlotte SouthPark,Southeast,Beauty,9,13,467.28,266.35,57.0,151,145,0,99.1,97.6,1
2026-03-07,S011,Charlotte SouthPark,Southeast,Consumer Electronics,2,3,493.37,152.95,31.0,67,38,0,99.1,97.6,0
2026-03-07,S012,Boston Seaport,Northeast,Apparel,8,13,688.6,358.07,52.0,142,110,0,99.1,97.6,1
2026-03-07,S012,Boston Seaport,Northeast,Footwear,6,9,755.23,370.06,49.0,83,75,0,99.1,97.6,1
2026-03-07,S012,Boston Seaport,Northeast,Home,4,6,403.15,185.45,46.0,107,68,0,99.1,97.6,0
2026-03-07,S012,Boston Seaport,Northeast,Beauty,8,13,461.13,262.84,57.0,214,145,0,99.1,97.6,1
2026-03-07,S012,Boston Seaport,Northeast,Consumer Electronics,3,4,641.91,198.99,31.0,32,38,0,99.1,97.6,0
2026-03-08,S001,Austin Central,South Central,Apparel,9,12,629.52,327.35,52.0,117,110,0,99.1,97.6,0
2026-03-08,S001,Austin Central,South Central,Footwear,8,11,872.76,427.65,49.0,81,75,0,99.1,97.6,0
